year,month,state,locality,lat,lon,dataSource
2025,12,Victoria,,-38.268355,144.66542,iNaturalist Australia
2025,7,South Australia,,-34.963264,138.50802,iNaturalist Australia
2022,5,New South Wales,,-33.800538,151.294426,iNaturalist Australia
2024,10,Victoria,,-38.138963,144.713355,iNaturalist Australia
2021,2,New South Wales,,-33.800434,151.296877,iNaturalist Australia
2017,12,South Australia,,-35.01901,138.514659,iNaturalist Australia
2022,10,South Australia,,-35.284113,138.44188,iNaturalist Australia
2018,12,Victoria,,-38.356167,144.772871,iNaturalist Australia
2023,3,Victoria,,-38.012214,145.083564,iNaturalist Australia
2025,1,New South Wales,,-33.799741,151.29467,iNaturalist Australia
2025,10,Victoria,,-38.268528,144.664963,iNaturalist Australia
2023,1,Victoria,,-38.21233,145.040238,iNaturalist Australia
2021,8,South Australia,,-35.195706,138.469488,iNaturalist Australia
2022,3,Victoria,,-38.369894,144.822172,iNaturalist Australia
2022,10,South Australia,,-33.918094,136.575713,iNaturalist Australia
2024,9,New South Wales,,-34.003241,151.226911,iNaturalist Australia
2024,7,Western Australia,,-32.007614,115.771938,iNaturalist Australia
2023,10,South Australia,,-35.469531,138.289911,iNaturalist Australia
2023,1,Victoria,,-38.35716,144.773241,iNaturalist Australia
2017,4,New South Wales,,-33.800644,151.297383,iNaturalist Australia
2022,4,Western Australia,,-32.124047,115.75837,iNaturalist Australia
2023,2,Victoria,,-38.486417,145.153157,iNaturalist Australia
2026,1,Victoria,,-38.269455,144.663497,iNaturalist Australia
2021,3,Victoria,,-38.485462,145.016919,iNaturalist Australia
2018,1,South Australia,,-35.257409,138.460467,iNaturalist Australia
2020,10,South Australia,,-35.520799,138.184956,iNaturalist Australia
2021,3,New South Wales,,-33.800135,151.296124,iNaturalist Australia
2022,1,Western Australia,,-34.89473,118.333036,iNaturalist Australia
2019,10,South Australia,,-35.140393,138.469378,iNaturalist Australia
2020,10,New South Wales,,-33.800038,151.297234,iNaturalist Australia
2022,10,Victoria,,-38.366614,144.822836,iNaturalist Australia
2021,2,Victoria,,-38.145476,145.112979,iNaturalist Australia
2022,4,Victoria,,-38.357718,144.772476,iNaturalist Australia
2020,2,Victoria,,-38.367222,144.822784,iNaturalist Australia
2023,3,Victoria,,-38.356127,144.773323,iNaturalist Australia
2020,10,Western Australia,,-32.013227,115.774853,iNaturalist Australia
2024,3,Western Australia,,-31.850047,115.749807,iNaturalist Australia
2026,1,New South Wales,,-33.800074,151.295922,iNaturalist Australia
2020,8,New South Wales,,-33.840015,151.253447,iNaturalist Australia
2017,1,Western Australia,,-32.024844,115.524859,iNaturalist Australia
2024,12,New South Wales,,-33.839591,151.254102,iNaturalist Australia
2021,12,South Australia,,-35.52263,138.185195,iNaturalist Australia
2025,12,Tasmania,,-42.170108,148.273863,iNaturalist Australia
2019,8,Western Australia,,-32.209327,115.766464,iNaturalist Australia
2020,8,Western Australia,,-33.643923,115.344616,iNaturalist Australia
2021,10,South Australia,,-35.040183,138.512388,iNaturalist Australia
2025,8,Victoria,,-38.26805,144.666337,iNaturalist Australia
2022,8,South Australia,,-35.148992,138.467878,iNaturalist Australia
2025,2,South Australia,,-35.510074,138.215603,iNaturalist Australia
2024,4,Victoria,,-38.357092,144.773091,iNaturalist Australia
2024,5,New South Wales,,-33.799527,151.293683,iNaturalist Australia
2024,11,New South Wales,,-33.800442,151.296616,iNaturalist Australia
2022,10,Victoria,,-38.475759,145.026996,iNaturalist Australia
2026,2,Victoria,,-38.356076,144.772995,iNaturalist Australia
2026,1,Victoria,,-38.31796,144.71321,iNaturalist Australia
2025,5,Western Australia,,-32.1117,115.76227,iNaturalist Australia
2023,3,South Australia,,-35.084768,137.748882,iNaturalist Australia
2026,3,New South Wales,,-33.800202,151.296747,iNaturalist Australia
2025,11,Tasmania,,-41.080647,146.754578,iNaturalist Australia
2025,4,New South Wales,,-33.977317,151.251706,iNaturalist Australia
2020,9,New South Wales,,-33.799988,151.295346,iNaturalist Australia
2020,3,Victoria,,-38.36567,144.822748,iNaturalist Australia
2023,2,South Australia,,-35.016988,138.512533,iNaturalist Australia
2022,3,South Australia,,-35.148747,138.465551,iNaturalist Australia
2025,7,South Australia,,-35.037633,138.515553,iNaturalist Australia
2025,12,Tasmania,,-42.1735,148.278122,iNaturalist Australia
2022,12,Western Australia,,-32.051391,115.725108,iNaturalist Australia
2019,1,South Australia,,-35.282208,138.442383,iNaturalist Australia
2022,1,South Australia,,-35.039478,138.51207,iNaturalist Australia
2010,2,South Australia,,-35.522854,138.185421,iNaturalist Australia
2015,3,Victoria,,-38.225471,145.024939,iNaturalist Australia
2025,12,Victoria,,-38.547314,143.987511,iNaturalist Australia
2022,1,Victoria,,-38.369894,144.822172,iNaturalist Australia
2023,4,Victoria,,-38.146049,145.114326,iNaturalist Australia
2021,2,New South Wales,,-33.799084,151.28226,iNaturalist Australia
2020,4,New South Wales,,-33.800742,151.293689,iNaturalist Australia
2022,8,New South Wales,,-33.979341,151.251637,iNaturalist Australia
2025,2,South Australia,,-35.521763,138.18505,iNaturalist Australia
2025,4,South Australia,,-34.718957,135.858585,iNaturalist Australia
2022,6,New South Wales,,-34.002625,151.225732,iNaturalist Australia
2023,5,New South Wales,,-36.898832,149.927327,iNaturalist Australia
2021,3,Tasmania,,-42.12964,148.297659,iNaturalist Australia
2025,9,Victoria,,-37.964022,144.709075,iNaturalist Australia
2025,1,Tasmania,,-41.87037,148.302798,iNaturalist Australia
2020,11,New South Wales,,-33.839891,151.252879,iNaturalist Australia
2018,5,New South Wales,,-33.800455,151.29533,iNaturalist Australia
2025,5,Victoria,,-38.756927,143.675058,iNaturalist Australia
2024,3,Western Australia,,-32.001114,115.748863,iNaturalist Australia
2021,12,New South Wales,,-34.597478,150.899978,iNaturalist Australia
2024,8,New South Wales,,-33.859113,151.268492,iNaturalist Australia
2023,12,Western Australia,,-32.052031,115.725656,iNaturalist Australia
2020,11,New South Wales,,-33.799898,151.296902,iNaturalist Australia
2021,8,New South Wales,,-33.799773,151.283327,iNaturalist Australia
2023,4,Victoria,,-38.368565,144.821357,iNaturalist Australia
2018,1,South Australia,,-35.427513,138.317818,iNaturalist Australia
2025,12,Victoria,,-38.8255,146.109222,iNaturalist Australia
2022,11,New South Wales,,-33.849955,151.276495,iNaturalist Australia
2019,4,New South Wales,,-35.011725,150.76642,iNaturalist Australia
2026,2,Victoria,,-38.356076,144.772995,iNaturalist Australia
2021,3,New South Wales,,-33.800442,151.296554,iNaturalist Australia
2025,12,South Australia,,-34.718549,135.858886,iNaturalist Australia
2023,1,South Australia,,-35.338778,138.439566,iNaturalist Australia
2019,4,New South Wales,,-34.080021,151.164932,iNaturalist Australia
2023,1,Victoria,,-38.269775,144.663575,iNaturalist Australia
2021,10,South Australia,,-35.033889,138.514237,iNaturalist Australia
2022,3,Western Australia,,-32.05296,115.726031,iNaturalist Australia
2025,3,South Australia,,-35.510352,138.216001,iNaturalist Australia
2018,3,South Australia,,-35.519609,138.184669,iNaturalist Australia
2016,7,New South Wales,,-35.068857,150.68079,iNaturalist Australia
2024,2,South Australia,,-34.844869,138.497873,iNaturalist Australia
2025,11,Victoria,,-38.268895,144.663895,iNaturalist Australia
2007,11,New South Wales,,-36.251035,150.226996,iNaturalist Australia
2020,10,Western Australia,,-33.633441,115.339666,iNaturalist Australia
2024,12,South Australia,,-35.412145,138.327562,iNaturalist Australia
2021,1,Victoria,,-38.170551,144.718863,iNaturalist Australia
2020,5,Victoria,,-38.170551,144.718863,iNaturalist Australia
2022,5,New South Wales,,-33.800131,151.29721,iNaturalist Australia
2024,3,Tasmania,,-42.629257,148.023412,iNaturalist Australia
2024,10,Victoria,,-38.338692,144.745191,iNaturalist Australia
2022,9,New South Wales,,-33.916039,151.262566,iNaturalist Australia
2021,3,Western Australia,,-32.010214,115.748096,iNaturalist Australia
2026,2,Victoria,,-38.356076,144.772995,iNaturalist Australia
2011,1,Victoria,,-38.366431,144.822948,iNaturalist Australia
2022,3,South Australia,,-34.075336,137.545136,iNaturalist Australia
2007,2,South Australia,,-35.150441,138.46488,iNaturalist Australia
2024,12,Victoria,,-38.286451,144.616021,iNaturalist Australia
2022,1,New South Wales,,-33.800336,151.279971,iNaturalist Australia
2023,6,Victoria,,-38.357357,144.772415,iNaturalist Australia
2026,2,Victoria,,-38.367821,144.822722,iNaturalist Australia
2026,1,Victoria,,-38.356171,144.774032,iNaturalist Australia
2025,9,Tasmania,,-43.005378,147.328272,iNaturalist Australia
2022,4,Western Australia,,-32.271027,115.685856,iNaturalist Australia
2022,3,South Australia,,-35.520558,138.186038,iNaturalist Australia
2020,8,South Australia,,-34.26384,136.262715,iNaturalist Australia
2021,3,New South Wales,,-33.799538,151.281494,iNaturalist Australia
2023,4,South Australia,,-35.150202,138.465427,iNaturalist Australia
2025,2,New South Wales,,-33.914855,151.261228,iNaturalist Australia
2026,4,New South Wales,,-33.914855,151.261228,iNaturalist Australia
2024,1,Victoria,,-38.318076,144.713407,iNaturalist Australia
2025,10,New South Wales,,-34.070264,151.155218,iNaturalist Australia
2023,1,Victoria,,-38.357061,144.773369,iNaturalist Australia
2025,6,South Australia,,-34.829838,138.482282,iNaturalist Australia
2025,8,New South Wales,,-33.842394,151.280102,iNaturalist Australia
2025,2,Victoria,,-38.337733,144.744702,iNaturalist Australia
2022,4,South Australia,,-35.605421,138.09395,iNaturalist Australia
2006,3,New South Wales,,-33.447372,151.450236,iNaturalist Australia
2016,3,Victoria,,-38.356578,144.768481,iNaturalist Australia
2025,2,South Australia,,-35.510479,138.216095,iNaturalist Australia
2022,1,New South Wales,,-33.800492,151.295827,iNaturalist Australia
2023,12,South Australia,,-35.276244,138.443374,iNaturalist Australia
2023,2,Victoria,,-38.317756,144.713725,iNaturalist Australia
2000,3,Tasmania,,-43.08944,147.284089,"Biology of Southern Ocean squid, ecological importance and potential commercial implications - a preliminary assessment 1995/2006"
2000,3,Tasmania,,-43.08944,147.284089,"Biology of Southern Ocean squid, ecological importance and potential commercial implications - a preliminary assessment 1995/2006"
2000,3,Tasmania,,-43.08944,147.284089,"Biology of Southern Ocean squid, ecological importance and potential commercial implications - a preliminary assessment 1995/2006"
2000,3,Tasmania,,-43.08944,147.284089,"Biology of Southern Ocean squid, ecological importance and potential commercial implications - a preliminary assessment 1995/2006"
2000,3,Tasmania,,-43.08944,147.284089,"Biology of Southern Ocean squid, ecological importance and potential commercial implications - a preliminary assessment 1995/2006"
2000,3,Tasmania,,-43.08944,147.284089,"Biology of Southern Ocean squid, ecological importance and potential commercial implications - a preliminary assessment 1995/2006"
2000,3,Tasmania,,-43.08944,147.284089,"Biology of Southern Ocean squid, ecological importance and potential commercial implications - a preliminary assessment 1995/2006"
2000,3,Tasmania,,-43.08944,147.284089,"Biology of Southern Ocean squid, ecological importance and potential commercial implications - a preliminary assessment 1995/2006"
2000,3,Tasmania,,-43.08944,147.284089,"Biology of Southern Ocean squid, ecological importance and potential commercial implications - a preliminary assessment 1995/2006"
2001,12,Tasmania,Graveyard Point Transect 3,-42.6161,147.9413,"Restoration of String Kelp (Macrocystis pyrifera) habitat on Tasmania's east and south coasts: fish, invertebrate and algae counts, Australia (1998-2002)"
1990,3,Victoria,,-38.03583,144.77333,Port Phillip Bay Environmental Study Data 1992-1996 - trawl records
1990,3,Victoria,,-38.03567,145.01183,Port Phillip Bay Environmental Study Data 1992-1996 - trawl records
1990,3,Victoria,,-38.25417,145.00333,Port Phillip Bay Environmental Study Data 1992-1996 - trawl records
1990,3,Victoria,,-38.16917,144.75983,Port Phillip Bay Environmental Study Data 1992-1996 - trawl records
1990,3,Victoria,,-38.0365,144.755,Port Phillip Bay Environmental Study Data 1992-1996 - trawl records
1990,3,Victoria,,-38.25417,145.00333,Port Phillip Bay Environmental Study Data 1992-1996 - trawl records
1990,3,Victoria,,-38.17783,144.73367,Port Phillip Bay Environmental Study Data 1992-1996 - trawl records
1990,4,Victoria,,-38.027,145.075,Port Phillip Bay Environmental Study Data 1992-1996 - trawl records
1990,3,Victoria,,-38.03817,145.01167,Port Phillip Bay Environmental Study Data 1992-1996 - trawl records
1990,3,Victoria,,-38.24667,144.9935,Port Phillip Bay Environmental Study Data 1992-1996 - trawl records
1990,4,Victoria,,-38.027,145.075,Port Phillip Bay Environmental Study Data 1992-1996 - trawl records
1990,3,Victoria,,-37.88533,144.93833,Port Phillip Bay Environmental Study Data 1992-1996 - trawl records
1990,3,Victoria,,-38.16917,144.75983,Port Phillip Bay Environmental Study Data 1992-1996 - trawl records
1990,3,Victoria,,-37.97,144.9,Port Phillip Bay Environmental Study Data 1992-1996 - trawl records
1990,3,Victoria,,-37.97,144.9,Port Phillip Bay Environmental Study Data 1992-1996 - trawl records
1990,3,Victoria,,-38.02317,144.74517,Port Phillip Bay Environmental Study Data 1992-1996 - trawl records
1990,3,Victoria,,-38.05833,144.793,Port Phillip Bay Environmental Study Data 1992-1996 - trawl records
1990,3,Victoria,,-38.25333,145.00667,Port Phillip Bay Environmental Study Data 1992-1996 - trawl records
1990,3,Victoria,,-38.1755,144.7825,Port Phillip Bay Environmental Study Data 1992-1996 - trawl records
1990,3,Victoria,,-38.25567,145.01033,Port Phillip Bay Environmental Study Data 1992-1996 - trawl records
1990,3,Victoria,,-38.02317,144.74517,Port Phillip Bay Environmental Study Data 1992-1996 - trawl records
1990,3,Victoria,,-38.05,144.87083,Port Phillip Bay Environmental Study Data 1992-1996 - trawl records
1990,3,Victoria,,-38.07433,144.92867,Port Phillip Bay Environmental Study Data 1992-1996 - trawl records
1990,3,Victoria,,-38.25417,145.00333,Port Phillip Bay Environmental Study Data 1992-1996 - trawl records
1990,3,Victoria,,-38.0365,144.755,Port Phillip Bay Environmental Study Data 1992-1996 - trawl records
1990,3,Victoria,,-38.25567,145.01033,Port Phillip Bay Environmental Study Data 1992-1996 - trawl records
1990,3,Victoria,,-37.97333,144.90183,Port Phillip Bay Environmental Study Data 1992-1996 - trawl records
1990,3,Victoria,,-38.25567,145.01033,Port Phillip Bay Environmental Study Data 1992-1996 - trawl records
1990,3,Victoria,,-37.99583,144.71833,Port Phillip Bay Environmental Study Data 1992-1996 - trawl records
1990,3,Victoria,,-38.03567,145.01183,Port Phillip Bay Environmental Study Data 1992-1996 - trawl records
1990,3,Victoria,,-38.11067,144.564,Port Phillip Bay Environmental Study Data 1992-1996 - trawl records
1990,3,Victoria,,-38.01917,144.745,Port Phillip Bay Environmental Study Data 1992-1996 - trawl records
1990,3,Victoria,,-38.16917,144.75983,Port Phillip Bay Environmental Study Data 1992-1996 - trawl records
1990,3,Victoria,,-38.05833,144.79467,Port Phillip Bay Environmental Study Data 1992-1996 - trawl records
1990,3,Victoria,,-38.05,144.87083,Port Phillip Bay Environmental Study Data 1992-1996 - trawl records
1990,3,Victoria,,-38.05,144.87083,Port Phillip Bay Environmental Study Data 1992-1996 - trawl records
1990,3,Victoria,,-38.17617,144.76233,Port Phillip Bay Environmental Study Data 1992-1996 - trawl records
1990,3,Victoria,,-38.17617,144.76233,Port Phillip Bay Environmental Study Data 1992-1996 - trawl records
1990,3,Victoria,,-37.88533,144.93833,Port Phillip Bay Environmental Study Data 1992-1996 - trawl records
1990,3,Victoria,,-38.169,144.74733,Port Phillip Bay Environmental Study Data 1992-1996 - trawl records
1990,3,Victoria,,-38.17567,144.73183,Port Phillip Bay Environmental Study Data 1992-1996 - trawl records
1990,3,Victoria,,-38.20167,144.9075,Port Phillip Bay Environmental Study Data 1992-1996 - trawl records
1990,3,Victoria,,-38.00583,145.05683,Port Phillip Bay Environmental Study Data 1992-1996 - trawl records
1990,3,Victoria,,-38.17617,144.76233,Port Phillip Bay Environmental Study Data 1992-1996 - trawl records
1990,3,Victoria,,-38.24667,144.9935,Port Phillip Bay Environmental Study Data 1992-1996 - trawl records
1990,3,Victoria,,-38.03817,145.01167,Port Phillip Bay Environmental Study Data 1992-1996 - trawl records
1990,3,Victoria,,-38.11167,144.56417,Port Phillip Bay Environmental Study Data 1992-1996 - trawl records
1990,3,Victoria,,-38.01917,144.745,Port Phillip Bay Environmental Study Data 1992-1996 - trawl records
1990,3,Victoria,,-38.20167,144.9075,Port Phillip Bay Environmental Study Data 1992-1996 - trawl records
1990,3,Victoria,,-38.11067,144.564,Port Phillip Bay Environmental Study Data 1992-1996 - trawl records
1990,3,Victoria,,-37.9285,144.90833,Port Phillip Bay Environmental Study Data 1992-1996 - trawl records
1990,3,Victoria,,-38.17567,144.73183,Port Phillip Bay Environmental Study Data 1992-1996 - trawl records
1990,3,Victoria,,-38.03817,145.01167,Port Phillip Bay Environmental Study Data 1992-1996 - trawl records
1990,3,Victoria,,-38.05,144.87083,Port Phillip Bay Environmental Study Data 1992-1996 - trawl records
1990,3,Victoria,,-38.08567,144.92833,Port Phillip Bay Environmental Study Data 1992-1996 - trawl records
1990,3,Victoria,,-38.25033,144.98367,Port Phillip Bay Environmental Study Data 1992-1996 - trawl records
1990,3,Victoria,,-38.20167,144.9075,Port Phillip Bay Environmental Study Data 1992-1996 - trawl records
1990,3,Victoria,,-38.01917,144.745,Port Phillip Bay Environmental Study Data 1992-1996 - trawl records
1990,3,Victoria,,-38.1125,144.38583,Port Phillip Bay Environmental Study Data 1992-1996 - trawl records
1990,3,Victoria,,-38.00583,145.05683,Port Phillip Bay Environmental Study Data 1992-1996 - trawl records
1990,3,Victoria,,-37.9315,144.90667,Port Phillip Bay Environmental Study Data 1992-1996 - trawl records
1990,3,Victoria,,-37.99583,144.71833,Port Phillip Bay Environmental Study Data 1992-1996 - trawl records
1990,3,Victoria,,-38.25567,145.01033,Port Phillip Bay Environmental Study Data 1992-1996 - trawl records
1990,3,Victoria,,-38.16917,144.75983,Port Phillip Bay Environmental Study Data 1992-1996 - trawl records
1990,3,Victoria,,-38.24667,144.9935,Port Phillip Bay Environmental Study Data 1992-1996 - trawl records
1990,3,Victoria,,-38.01917,144.745,Port Phillip Bay Environmental Study Data 1992-1996 - trawl records
1990,3,Victoria,,-38.01667,145.04867,Port Phillip Bay Environmental Study Data 1992-1996 - trawl records
1990,3,Victoria,,-38.16917,144.75983,Port Phillip Bay Environmental Study Data 1992-1996 - trawl records
1990,3,Victoria,,-38.16917,144.75983,Port Phillip Bay Environmental Study Data 1992-1996 - trawl records
1990,3,Victoria,,-38.24667,144.9935,Port Phillip Bay Environmental Study Data 1992-1996 - trawl records
1990,3,Victoria,,-38.1125,144.38583,Port Phillip Bay Environmental Study Data 1992-1996 - trawl records
1990,3,Victoria,,-38.01167,145.04333,Port Phillip Bay Environmental Study Data 1992-1996 - trawl records
1990,3,Victoria,,-38.17617,144.76233,Port Phillip Bay Environmental Study Data 1992-1996 - trawl records
1990,3,Victoria,,-38.25033,144.98367,Port Phillip Bay Environmental Study Data 1992-1996 - trawl records
1990,3,Victoria,,-37.97,144.9,Port Phillip Bay Environmental Study Data 1992-1996 - trawl records
1990,3,Victoria,,-38.03667,144.87317,Port Phillip Bay Environmental Study Data 1992-1996 - trawl records
1990,3,Victoria,,-38.2575,145.01,Port Phillip Bay Environmental Study Data 1992-1996 - trawl records
1990,3,Victoria,,-38.11067,144.564,Port Phillip Bay Environmental Study Data 1992-1996 - trawl records
1990,3,Victoria,,-37.9315,144.90667,Port Phillip Bay Environmental Study Data 1992-1996 - trawl records
1990,3,Victoria,,-38.05833,144.793,Port Phillip Bay Environmental Study Data 1992-1996 - trawl records
1990,3,Victoria,,-37.88533,144.93833,Port Phillip Bay Environmental Study Data 1992-1996 - trawl records
1990,3,Victoria,,-38.17333,144.78317,Port Phillip Bay Environmental Study Data 1992-1996 - trawl records
1990,3,Victoria,,-38.07433,144.92867,Port Phillip Bay Environmental Study Data 1992-1996 - trawl records
1990,3,Victoria,,-38.08567,144.92833,Port Phillip Bay Environmental Study Data 1992-1996 - trawl records
1990,3,Victoria,,-38.03567,145.01183,Port Phillip Bay Environmental Study Data 1992-1996 - trawl records
1990,3,Victoria,,-38.25033,144.98367,Port Phillip Bay Environmental Study Data 1992-1996 - trawl records
1990,3,Victoria,,-38.17333,144.78317,Port Phillip Bay Environmental Study Data 1992-1996 - trawl records
1990,3,Victoria,,-38.20167,144.90533,Port Phillip Bay Environmental Study Data 1992-1996 - trawl records
1990,3,Victoria,,-38.17567,144.73183,Port Phillip Bay Environmental Study Data 1992-1996 - trawl records
1990,3,Victoria,,-38.1755,144.7825,Port Phillip Bay Environmental Study Data 1992-1996 - trawl records
1990,3,Victoria,,-38.20167,144.9075,Port Phillip Bay Environmental Study Data 1992-1996 - trawl records
1990,3,Victoria,,-37.88583,144.94033,Port Phillip Bay Environmental Study Data 1992-1996 - trawl records
1990,3,Victoria,,-38.07433,144.92867,Port Phillip Bay Environmental Study Data 1992-1996 - trawl records
1990,3,Victoria,,-38.08567,144.92833,Port Phillip Bay Environmental Study Data 1992-1996 - trawl records
1990,3,Victoria,,-38.25333,145.00667,Port Phillip Bay Environmental Study Data 1992-1996 - trawl records
1990,3,Victoria,,-38.1755,144.74533,Port Phillip Bay Environmental Study Data 1992-1996 - trawl records
1990,3,Victoria,,-37.97333,144.90183,Port Phillip Bay Environmental Study Data 1992-1996 - trawl records
1990,3,Victoria,,-38.00583,145.05683,Port Phillip Bay Environmental Study Data 1992-1996 - trawl records
1990,3,Victoria,,-38.05833,144.793,Port Phillip Bay Environmental Study Data 1992-1996 - trawl records
1990,3,Victoria,,-38.05833,144.79467,Port Phillip Bay Environmental Study Data 1992-1996 - trawl records
1990,3,Victoria,,-38.05833,144.79467,Port Phillip Bay Environmental Study Data 1992-1996 - trawl records
1990,3,Victoria,,-38.03667,144.87317,Port Phillip Bay Environmental Study Data 1992-1996 - trawl records
1990,3,Victoria,,-38.20167,144.90533,Port Phillip Bay Environmental Study Data 1992-1996 - trawl records
1990,3,Victoria,,-37.995,144.7235,Port Phillip Bay Environmental Study Data 1992-1996 - trawl records
1990,3,Victoria,,-37.99583,144.71833,Port Phillip Bay Environmental Study Data 1992-1996 - trawl records
1990,3,Victoria,,-37.995,144.7235,Port Phillip Bay Environmental Study Data 1992-1996 - trawl records
1990,3,Victoria,,-38.05833,144.793,Port Phillip Bay Environmental Study Data 1992-1996 - trawl records
1990,3,Victoria,,-38.05833,144.79467,Port Phillip Bay Environmental Study Data 1992-1996 - trawl records
1990,3,Victoria,,-38.11167,144.56417,Port Phillip Bay Environmental Study Data 1992-1996 - trawl records
1990,3,Victoria,,-38.106,144.4,Port Phillip Bay Environmental Study Data 1992-1996 - trawl records
1990,3,Victoria,,-37.88533,144.93833,Port Phillip Bay Environmental Study Data 1992-1996 - trawl records
1990,3,Victoria,,-38.03817,145.01167,Port Phillip Bay Environmental Study Data 1992-1996 - trawl records
1990,4,Victoria,,-38.027,145.075,Port Phillip Bay Environmental Study Data 1992-1996 - trawl records
1990,3,Victoria,,-38.1755,144.74533,Port Phillip Bay Environmental Study Data 1992-1996 - trawl records
1990,3,Victoria,,-38.17333,144.78317,Port Phillip Bay Environmental Study Data 1992-1996 - trawl records
1990,3,Victoria,,-38.20167,144.90533,Port Phillip Bay Environmental Study Data 1992-1996 - trawl records
1990,3,Victoria,,-38.25033,144.98367,Port Phillip Bay Environmental Study Data 1992-1996 - trawl records
1990,3,Victoria,,-38.03817,145.01167,Port Phillip Bay Environmental Study Data 1992-1996 - trawl records
1990,3,Victoria,,-38.00583,145.05683,Port Phillip Bay Environmental Study Data 1992-1996 - trawl records
1990,3,Victoria,,-38.2575,145.01,Port Phillip Bay Environmental Study Data 1992-1996 - trawl records
1990,3,Victoria,,-38.11167,144.56417,Port Phillip Bay Environmental Study Data 1992-1996 - trawl records
1990,3,Victoria,,-38.17783,144.73367,Port Phillip Bay Environmental Study Data 1992-1996 - trawl records
1990,3,Victoria,,-38.17333,144.78317,Port Phillip Bay Environmental Study Data 1992-1996 - trawl records
1990,3,Victoria,,-38.16917,144.75983,Port Phillip Bay Environmental Study Data 1992-1996 - trawl records
1990,3,Victoria,,-38.05833,144.793,Port Phillip Bay Environmental Study Data 1992-1996 - trawl records
1990,3,Victoria,,-38.25333,145.00667,Port Phillip Bay Environmental Study Data 1992-1996 - trawl records
1990,3,Victoria,,-38.17333,144.78317,Port Phillip Bay Environmental Study Data 1992-1996 - trawl records
1990,3,Victoria,,-37.9315,144.90667,Port Phillip Bay Environmental Study Data 1992-1996 - trawl records
1990,3,Victoria,,-38.05833,144.79467,Port Phillip Bay Environmental Study Data 1992-1996 - trawl records
1990,3,Victoria,,-38.17783,144.73367,Port Phillip Bay Environmental Study Data 1992-1996 - trawl records
1990,3,Victoria,,-38.25033,144.98367,Port Phillip Bay Environmental Study Data 1992-1996 - trawl records
1990,3,Victoria,,-38.17333,144.78317,Port Phillip Bay Environmental Study Data 1992-1996 - trawl records
1990,3,Victoria,,-38.03667,144.87317,Port Phillip Bay Environmental Study Data 1992-1996 - trawl records
1990,3,Victoria,,-38.11067,144.564,Port Phillip Bay Environmental Study Data 1992-1996 - trawl records
1990,3,Victoria,,-38.01167,145.04333,Port Phillip Bay Environmental Study Data 1992-1996 - trawl records
1990,3,Victoria,,-38.02317,144.74517,Port Phillip Bay Environmental Study Data 1992-1996 - trawl records
1990,3,Victoria,,-38.0365,144.755,Port Phillip Bay Environmental Study Data 1992-1996 - trawl records
1990,3,Victoria,,-38.25333,145.00667,Port Phillip Bay Environmental Study Data 1992-1996 - trawl records
1990,4,Victoria,,-38.027,145.075,Port Phillip Bay Environmental Study Data 1992-1996 - trawl records
1990,3,Victoria,,-38.24667,144.9935,Port Phillip Bay Environmental Study Data 1992-1996 - trawl records
1990,3,Victoria,,-38.25033,144.98367,Port Phillip Bay Environmental Study Data 1992-1996 - trawl records
1990,3,Victoria,,-38.24667,144.9935,Port Phillip Bay Environmental Study Data 1992-1996 - trawl records
1990,3,Victoria,,-38.1755,144.74533,Port Phillip Bay Environmental Study Data 1992-1996 - trawl records
1990,3,Victoria,,-38.25417,145.00333,Port Phillip Bay Environmental Study Data 1992-1996 - trawl records
1990,3,Victoria,,-38.17617,144.76233,Port Phillip Bay Environmental Study Data 1992-1996 - trawl records
1990,3,Victoria,,-38.1755,144.7825,Port Phillip Bay Environmental Study Data 1992-1996 - trawl records
1990,3,Victoria,,-37.995,144.7235,Port Phillip Bay Environmental Study Data 1992-1996 - trawl records
1990,3,Victoria,,-38.11167,144.56417,Port Phillip Bay Environmental Study Data 1992-1996 - trawl records
1990,3,Victoria,,-38.169,144.74733,Port Phillip Bay Environmental Study Data 1992-1996 - trawl records
1990,3,Victoria,,-38.25333,145.00667,Port Phillip Bay Environmental Study Data 1992-1996 - trawl records
1990,3,Victoria,,-38.11167,144.56417,Port Phillip Bay Environmental Study Data 1992-1996 - trawl records
1990,3,Victoria,,-38.1755,144.7825,Port Phillip Bay Environmental Study Data 1992-1996 - trawl records
1990,3,Victoria,,-37.97333,144.90183,Port Phillip Bay Environmental Study Data 1992-1996 - trawl records
1990,3,Victoria,,-38.1125,144.38583,Port Phillip Bay Environmental Study Data 1992-1996 - trawl records
1990,3,Victoria,,-38.20167,144.90533,Port Phillip Bay Environmental Study Data 1992-1996 - trawl records
1990,3,Victoria,,-38.05,144.87083,Port Phillip Bay Environmental Study Data 1992-1996 - trawl records
1990,4,Victoria,,-38.027,145.075,Port Phillip Bay Environmental Study Data 1992-1996 - trawl records
1990,3,Victoria,,-38.1755,144.74533,Port Phillip Bay Environmental Study Data 1992-1996 - trawl records
1990,3,Victoria,,-38.2575,145.01,Port Phillip Bay Environmental Study Data 1992-1996 - trawl records
1990,3,Victoria,,-38.07433,144.92867,Port Phillip Bay Environmental Study Data 1992-1996 - trawl records
1990,3,Victoria,,-38.05833,144.79467,Port Phillip Bay Environmental Study Data 1992-1996 - trawl records
